   151/299     13.1G    0.1847   0.07133   0.03033    0.2864       177       640    0.4771    0.3047    0.2929    0.1444    0.1668   0.08722   0.02562
   152/299     13.1G    0.1844   0.07123   0.03023    0.2859       176       640    0.4713     0.307    0.2933    0.1445    0.1667   0.08718   0.02557
   153/299     13.1G    0.1844   0.07125    0.0302    0.2858       177       640     0.465    0.3106    0.2939    0.1448    0.1665   0.08715   0.02555
   154/299     13.1G    0.1846   0.07125   0.03024    0.2861       178       640    0.4756    0.3076    0.2942    0.1451    0.1665   0.08712   0.02552
   155/299     13.1G    0.1843   0.07121   0.03016    0.2856       178       640    0.4818    0.3071    0.2946    0.1455    0.1664   0.08711   0.02548
   156/299     13.1G    0.1839   0.07114      0.03    0.2851       178       640    0.4882    0.3073    0.2955    0.1458    0.1661   0.08706   0.02543
   157/299     13.1G    0.1837   0.07101   0.02995    0.2847       177       640    0.4927    0.3052    0.2955    0.1458     0.166   0.08699   0.02538
   158/299     13.1G    0.1836   0.07099   0.02994    0.2845       178       640    0.4504    0.3205    0.2957    0.1459    0.1659   0.08694   0.02537
   159/299     13.1G    0.1836   0.07098    0.0299    0.2845       178       640    0.4701    0.3139    0.2959    0.1461    0.1658    0.0869   0.02533
   160/299     13.1G    0.1833   0.07096   0.02988    0.2841       178       640    0.4816    0.3098    0.2958    0.1463    0.1659   0.08689   0.02531
   161/299     13.1G    0.1825   0.07079   0.02975    0.2831       178       640    0.4761     0.313    0.2971    0.1466    0.1658   0.08685   0.02528
   162/299     13.1G    0.1829   0.07083   0.02979    0.2835       177       640     0.459    0.3201    0.2971    0.1469    0.1658   0.08681   0.02524
   163/299     13.1G    0.1827   0.07079    0.0297    0.2832       178       640    0.4584    0.3208    0.2975    0.1468    0.1657    0.0868   0.02521
   164/299     13.1G    0.1826   0.07077   0.02961     0.283       178       640    0.4702    0.3158    0.2982    0.1472    0.1657   0.08676   0.02518
   165/299     13.1G    0.1827   0.07077   0.02966    0.2831       178       640    0.4857    0.3108    0.2984    0.1474    0.1656   0.08673   0.02514
   166/299     13.1G    0.1825    0.0707   0.02953    0.2828       178       640    0.4616    0.3198    0.2994    0.1477    0.1655   0.08668    0.0251
   167/299     13.1G    0.1813   0.07062   0.02944    0.2814       178       640    0.4706    0.3166    0.3002    0.1481    0.1653   0.08663   0.02506
   168/299     13.1G     0.182   0.07056    0.0294     0.282       178       640    0.4837    0.3123    0.3007    0.1485    0.1653   0.08661   0.02503
   169/299     13.1G    0.1815   0.07054   0.02933    0.2813       178       640    0.4663    0.3222    0.3013    0.1485    0.1652   0.08657   0.02499
   170/299     13.1G    0.1813   0.07047   0.02927    0.2811       177       640    0.4655    0.3232     0.302     0.149    0.1651   0.08653   0.02495
   171/299     13.1G     0.181   0.07038   0.02925    0.2807       177       640    0.4607    0.3269    0.3032    0.1497    0.1649   0.08648   0.02489
   172/299     13.1G     0.181   0.07033   0.02914    0.2805       178       640    0.4551    0.3285    0.3027    0.1497    0.1649   0.08646   0.02487
   173/299     13.1G     0.181   0.07037   0.02913    0.2805       178       640    0.4645    0.3245    0.3027    0.1499    0.1648   0.08644   0.02486
   174/299     13.1G    0.1805   0.07022   0.02899    0.2797       178       640    0.4656    0.3242    0.3029    0.1498    0.1648    0.0864   0.02483
   175/299     13.1G    0.1805   0.07024   0.02906    0.2798       178       640    0.4639     0.326    0.3034    0.1502    0.1648   0.08637    0.0248
   176/299     13.1G    0.1803   0.07026   0.02896    0.2795       178       640    0.4538    0.3302    0.3039    0.1504    0.1647   0.08634   0.02476
   177/299     13.1G      0.18    0.0701   0.02893    0.2791       178       640    0.4772    0.3208     0.304    0.1506    0.1646   0.08631   0.02474
   178/299     13.1G    0.1805   0.07013   0.02893    0.2795       178       640    0.4597    0.3297    0.3039    0.1508    0.1646   0.08628   0.02473
   179/299     13.1G    0.1798   0.06999   0.02879    0.2786       178       640    0.4612    0.3289    0.3044    0.1511    0.1645   0.08625   0.02471
   180/299     13.1G    0.1796   0.06991   0.02874    0.2782       178       640    0.4664    0.3264    0.3046    0.1515    0.1644   0.08622   0.02469
   181/299     13.1G    0.1794   0.06997    0.0287    0.2781       178       640    0.4732    0.3248    0.3046    0.1515    0.1644   0.08619   0.02466
   182/299     13.1G    0.1793   0.06996   0.02869     0.278       177       640    0.4853    0.3219    0.3061    0.1521    0.1643   0.08616   0.02463
   183/299     13.1G     0.179   0.06988   0.02858    0.2775       178       640    0.4681    0.3301    0.3056    0.1522    0.1643   0.08614   0.02461
   184/299     13.1G    0.1789   0.06981   0.02855    0.2772       178       640    0.4652    0.3333    0.3063    0.1522    0.1642   0.08611   0.02457
   185/299     13.1G    0.1788   0.06978   0.02852    0.2771       178       640    0.4674    0.3321    0.3069    0.1525    0.1641   0.08608   0.02454
   186/299     13.1G    0.1788   0.06983   0.02854    0.2772       178       640    0.4678    0.3307     0.306    0.1528     0.164   0.08604   0.02452
   187/299     13.1G    0.1777   0.06964   0.02835    0.2757       178       640     0.456    0.3366    0.3065    0.1531     0.164   0.08602   0.02449
   188/299     13.1G    0.1787   0.06967   0.02843    0.2768       177       640    0.4588    0.3355    0.3079    0.1536    0.1639   0.08599   0.02445
   189/299     13.1G    0.1779   0.06958   0.02827    0.2758       178       640    0.4668    0.3324    0.3088    0.1539    0.1638   0.08594   0.02443
   190/299     13.1G    0.1778   0.06955   0.02827    0.2757       178       640    0.5009     0.318    0.3086    0.1539    0.1636   0.08591   0.02442
   191/299     13.1G    0.1775   0.06944   0.02816    0.2751       177       640    0.4749    0.3295    0.3094    0.1543    0.1634   0.08589   0.02442
   192/299     13.1G     0.177   0.06941   0.02809    0.2745       178       640    0.4715    0.3314    0.3096    0.1544    0.1633   0.08584   0.02439
   193/299     13.1G    0.1769    0.0694   0.02806    0.2743       178       640    0.4928     0.323      0.31    0.1546    0.1631    0.0858   0.02436
   194/299     13.1G    0.1767   0.06927   0.02799     0.274       177       640    0.4833    0.3262    0.3108     0.155     0.163   0.08576   0.02434
   195/299     13.1G    0.1768   0.06927   0.02798    0.2741       177       640    0.4815    0.3273    0.3109    0.1554    0.1628   0.08569    0.0243
   196/299     13.1G    0.1767   0.06921    0.0279    0.2738       176       640    0.4968    0.3214    0.3113    0.1559    0.1626   0.08563   0.02427
   197/299     13.1G    0.1766   0.06928   0.02789    0.2737       178       640    0.4685    0.3324    0.3126    0.1563    0.1625   0.08559   0.02424
